,name,ioc,sex,hand,rank,ht,age,tourPlayed,maxAceSvpt,avgDfSvpt,1sv2svWon,bpS_bpF,win_ratio
1026,Kunal Anand,IND,m,U,1506.0,186.54,27.0,4,2.43,6.69,53.45,48.72,37.5
1027,Kwan Yau Ng,HKG,f,U,1268.0,173.92,22.0,6,2.36,6.72,43.61,52.82,0.0
1028,Kyle Edmund,GBR,m,R,115.0,188.0,25.0,53,9.02,3.46,63.59,59.28,57.71
1029,Kyle Seelig,USA,m,U,745.0,186.54,21.0,1,1.62,2.51,55.34,53.06,33.33
1030,Kyoka Okamura,JPN,f,R,318.0,173.92,25.0,11,0.94,4.25,49.81,46.73,38.1
1031,Kyrian Jacquet,FRA,m,R,300.0,186.54,20.0,10,8.27,3.69,59.36,49.08,53.85
1032,Lakshit Sood,IND,m,R,1821.0,186.54,28.0,4,1.07,7.41,54.96,58.6,28.57
1033,Lara Arruabarrena,ESP,f,R,200.0,166.0,29.0,51,5.19,3.74,53.0,49.87,45.02
1034,Lara Salden,BEL,f,U,365.0,173.92,22.0,5,0.78,7.56,54.71,54.65,37.5
1035,Laslo Djere,SRB,m,R,52.0,188.0,26.0,91,9.94,4.78,59.13,51.88,54.83
1036,Laura Ioana Andrei,ROU,f,R,341.0,173.92,32.0,15,1.22,6.66,49.4,49.23,39.29
1037,Laura Pigossi,BRA,f,R,282.0,173.92,26.0,7,0.5,5.63,48.75,42.55,33.33
1038,Laura Pous Tio,ESP,f,U,208.88,173.92,32.0,12,1.0,3.17,49.06,40.89,29.41
1039,Laura Robson,GBR,f,L,341.1,180.0,23.0,15,2.66,8.56,53.35,42.26,19.05
1040,Laura Siegemund,GER,f,R,123.0,168.0,33.0,54,3.82,5.64,54.29,49.93,56.5
1041,Lauren Davis,USA,f,R,88.0,157.0,27.0,48,5.41,6.08,52.72,49.91,52.78
1042,Laurent Lokoli,FRA,m,R,496.0,186.54,26.0,28,8.61,4.7,59.66,55.27,37.5
1043,Laurent Rochette,FRA,m,R,1041.0,186.54,31.0,13,2.97,3.39,57.65,50.63,38.1
1044,Lauri Kiiski,FIN,m,R,339.4,186.54,37.0,1,1.38,5.89,57.69,44.05,40.0
1045,Lawrence Bataljin,AUS,m,R,1213.73,186.54,21.0,5,0.89,3.03,48.43,34.49,27.27
1046,Lea Boskovic,CRO,f,U,334.0,173.92,20.0,8,2.01,4.51,50.15,46.65,33.33
1047,Leandro Riedi,SUI,m,R,779.0,191.0,19.0,3,2.43,5.64,56.44,60.31,33.33
1048,Lena Rueffer,GER,f,U,506.0,173.92,20.0,5,3.45,5.59,53.04,42.78,28.57
1049,Lennert Van Der Linden,NED,m,R,454.55,186.54,27.0,5,0.62,3.11,58.81,43.81,54.55
1050,Lenny Hampel,AUT,m,U,690.0,186.54,23.0,19,2.71,5.39,59.41,55.07,56.14
1051,Leo Borg,SWE,m,R,2133.0,183.0,18.0,8,1.77,8.03,49.64,45.61,0.0
1052,Leonardo Mayer,ARG,m,R,286.0,188.0,34.0,68,11.94,5.42,63.43,56.62,50.22
1053,Leonie Kung,SUI,f,R,172.0,176.0,20.0,24,2.48,3.46,52.59,46.58,39.22
1054,Leopold Zima,GER,m,U,1238.0,186.54,20.0,2,2.61,3.5,55.73,55.13,0.0
1055,Lesia Tsurenko,UKR,f,R,127.0,174.0,32.0,52,3.38,6.63,52.39,49.46,54.41
1056,Lesley Kerkhove,NED,f,R,152.0,173.92,29.0,37,4.04,6.16,55.0,47.21,50.0
1057,Leylah Annie Fernandez,CAN,f,L,26.0,168.0,18.0,26,3.16,7.48,53.58,51.22,57.14
1058,Liam Broady,GBR,m,L,124.0,186.54,27.0,84,6.02,3.1,59.17,56.14,54.01
1059,Liam Caruana,USA,m,R,546.0,186.54,22.0,24,4.83,3.37,59.49,51.14,50.0
1060,Liam Draxl,CAN,m,R,719.0,186.54,19.0,9,4.92,4.72,59.79,59.99,29.41
1061,Liang Chi Huang,TPE,m,R,412.5,186.54,24.0,5,0.48,9.29,56.79,44.29,50.0
1062,Lidziya Marozava,BLR,f,R,505.5,173.92,26.0,5,0.48,4.82,54.2,58.33,16.67
1063,Lin Zhu,CHN,f,R,115.0,173.92,27.0,44,3.1,4.44,53.22,51.33,48.59
1064,Lina Gjorcheska,MKD,f,U,283.0,173.92,26.0,5,3.69,2.39,51.47,41.71,33.33
1065,Lina Glushko,ISR,f,U,549.0,173.92,20.0,7,0.13,3.77,62.48,50.89,71.43
1066,Linda Fruhvirtova,CZE,f,R,336.0,173.92,16.0,4,3.23,5.81,50.46,50.81,40.0
1067,Linus Frost,SWE,m,U,1509.6,186.54,23.0,2,1.27,3.01,61.95,61.29,40.0
1068,Lizette Cabrera,AUS,f,R,163.0,173.92,23.0,35,2.51,5.28,50.6,49.08,37.78
1069,Ljubomir Celebic,MNE,m,U,884.0,186.54,26.0,8,2.41,4.86,61.74,58.82,40.0
1070,Logan Smith,USA,m,U,1411.1,186.54,21.0,3,1.4,9.12,51.91,48.21,50.0
1071,Loic Perret,FRA,m,U,1162.83,186.54,23.0,2,1.5,6.21,51.44,53.76,33.33
1072,Lorenzo Frigerio,ITA,m,R,1051.0,186.54,29.0,12,2.47,6.51,57.25,48.1,34.48
1073,Lorenzo Giustino,ITA,m,R,211.0,186.54,29.0,106,7.92,5.09,58.61,52.38,44.2
1074,Lorenzo Musetti,ITA,m,R,67.0,185.0,19.0,46,4.17,3.32,60.06,53.34,59.38
1075,Lorenzo Sonego,ITA,m,R,23.0,191.0,26.0,86,11.06,3.04,63.64,57.43,56.17
1076,Louis Tessa,FRA,m,U,807.0,186.54,20.0,4,0.51,1.38,53.09,47.33,25.0
1077,Louisa Chirico,USA,f,R,339.0,173.92,25.0,34,3.98,5.31,50.82,46.98,42.86
1078,Lourdes Dominguez Lino,ESP,f,R,108.61,163.0,35.0,11,1.36,3.39,51.21,51.9,38.89
1079,Luca Castelnuovo,SUI,m,U,725.0,186.54,24.0,7,3.98,4.32,61.58,65.68,22.22
1080,Luca Giacomini,ITA,m,U,620.0,186.54,21.0,6,0.54,4.44,52.92,53.57,50.0
1081,Luca Margaroli,SUI,m,R,762.45,186.54,27.0,44,3.41,4.69,58.95,51.81,40.0
1082,Luca Nardi,ITA,m,R,437.0,186.54,18.0,13,2.11,3.76,60.51,47.21,25.0
1083,Luca Pancaldi,ITA,m,R,591.44,186.54,26.0,5,2.37,2.23,54.24,50.22,44.44
1084,Luca Potenza,ITA,m,U,611.0,186.54,21.0,3,0.69,4.78,53.09,55.93,20.0
1085,Luca Vanni,ITA,m,R,450.0,186.54,36.0,79,12.57,4.34,61.77,56.52,50.23
1086,Lucas Gerch,GER,m,U,444.0,186.54,26.0,15,2.88,6.41,59.36,50.95,54.55
1087,Lucas Gomez,MEX,m,U,1222.0,186.54,25.0,33,1.98,5.89,55.69,49.89,30.67
1088,Lucas Miedler,AUT,m,R,315.0,186.54,25.0,81,6.21,2.6,60.01,57.8,48.69
1089,Lucas Pouille,FRA,m,R,153.0,185.0,27.0,54,10.36,4.83,61.75,59.43,56.5
1090,Lucas Renard,SWE,m,R,1470.0,186.54,27.0,10,1.72,7.29,55.43,56.0,43.48
1091,Lucas Vuradin,AUS,m,R,1261.0,186.54,19.0,2,1.55,4.31,59.13,41.96,28.57
1092,Lucia Bronzetti,ITA,f,R,148.0,173.92,22.0,4,1.59,3.91,54.0,17.24,55.56
1093,Lucie Hradecka,CZE,f,R,562.0,177.0,35.0,29,10.0,8.07,54.62,49.23,42.67
1094,Lucie Safarova,CZE,f,L,39.24,177.0,31.0,32,9.21,5.21,61.03,54.45,56.88
1095,Lucrezia Stefanini,ITA,f,U,188.0,173.92,23.0,5,0.08,2.89,49.56,53.18,44.44
1096,Ludmilla Samsonova,RUS,f,R,42.0,180.0,22.0,35,7.35,6.38,56.97,51.37,58.62
1097,Luis David Martinez,VEN,m,U,835.46,186.54,31.0,36,3.2,6.99,54.9,47.39,40.0
1098,Luis Faria,BRA,m,R,777.0,186.54,21.0,9,2.84,5.23,49.15,40.81,23.53
1099,Luis Patino,MEX,m,R,860.0,186.54,27.0,23,4.34,5.16,52.87,47.55,16.0
1100,Luis Valero,COL,m,U,1754.11,186.54,21.0,5,2.29,6.88,55.74,50.35,11.11
1101,Luisa Stefani,BRA,f,U,840.0,173.92,23.0,6,1.59,2.26,55.07,57.95,28.57
1102,Lukas Klein,SVK,m,R,238.0,186.54,23.0,38,5.97,4.14,62.31,58.53,51.82
1103,Lukas Lacko,SVK,m,R,212.0,185.0,33.0,85,14.51,3.59,61.67,55.08,50.75
1104,Lukas Mugevicius,LTU,m,R,1742.0,186.54,22.0,7,1.06,6.42,55.47,56.19,45.45
1105,Lukas Ollert,GER,m,R,710.83,186.54,25.0,4,0.92,5.26,53.79,57.76,16.67
1106,Lukas Rosol,CZE,m,R,272.0,196.0,36.0,100,8.77,4.49,60.91,58.66,51.32
1107,Lukas Ruepke,GER,m,U,1038.19,186.54,24.0,5,2.29,4.31,60.94,64.16,56.25
1108,Lukasz Kubot,POL,m,R,602.5,190.0,34.0,4,2.2,12.5,58.64,43.46,33.33
1109,Luke Bambridge,GBR,m,R,558.37,186.54,26.0,27,3.44,5.62,61.56,55.03,43.66
1110,Luke Johnson,GBR,m,R,658.0,186.54,27.0,7,3.93,7.46,54.29,62.0,12.5
1111,Luke Saville,AUS,m,R,517.0,186.54,27.0,65,5.76,5.84,60.21,54.05,44.22
1112,Luksika Kumkhum,THA,f,R,1275.0,173.92,25.0,23,3.21,7.57,51.27,47.27,55.84
1113,Lyudmyla Kichenok,UKR,f,R,312.26,173.92,29.0,14,2.61,10.08,51.05,52.94,34.78
1114,Maciej Rajski,POL,m,U,829.0,186.54,27.0,4,1.14,5.95,55.74,46.89,45.45
1115,Maciej Smola,POL,m,R,1164.0,186.54,26.0,2,2.7,8.32,59.88,56.0,20.0
1116,Mackenzie McDonald,USA,m,R,56.0,186.54,26.0,77,9.16,3.39,61.45,56.72,56.51
1117,Maddison Inglis,AUS,f,R,128.0,171.0,23.0,19,5.79,4.68,52.9,45.07,32.35
1118,Madison Brengle,USA,f,R,70.0,173.92,31.0,52,1.89,4.4,49.44,42.65,45.3
1119,Madison Keys,USA,f,R,46.0,178.0,26.0,34,14.51,3.16,59.7,57.11,65.57
1120,Magda Linette,POL,f,R,54.0,171.0,29.0,69,8.86,4.74,55.05,50.23,50.92
1121,Magdalena Frech,POL,f,R,102.0,173.92,23.0,45,5.18,3.67,55.05,51.85,51.97
1122,Magdalena Rybarikova,SVK,f,R,53.6,180.0,30.0,32,8.52,4.4,54.19,48.53,49.55
1123,Mahin Qureshi,PAK,f,U,-1.0,173.92,18.0,7,0.05,8.48,42.98,31.21,14.29
1124,Mai Hontama,JPN,f,R,155.0,173.92,20.0,5,0.2,7.33,48.32,41.46,14.29
1125,Mai Minokoshi,JPN,f,U,882.0,173.92,26.0,4,0.48,4.19,51.73,53.66,60.0
1126,Maja Chwalinska,POL,f,U,347.0,173.92,19.0,6,0.0,3.07,53.58,46.77,14.29
1127,Makoto Ninomiya,JPN,f,R,709.0,173.92,27.0,10,1.62,10.33,47.1,47.64,7.14
1128,Malek Jaziri,TUN,m,R,301.0,185.0,37.0,110,5.46,4.46,57.59,55.87,46.03
1129,Malene Helgo,NOR,f,U,348.0,173.92,18.0,6,0.04,6.29,52.76,59.31,33.33
1130,Manish Sureshkumar,IND,m,R,712.0,186.54,20.0,9,3.25,4.25,56.74,44.53,45.83
1131,Manuel Guinard,FRA,m,U,256.0,186.54,25.0,46,6.52,4.39,59.28,57.26,43.93
1132,Manuel Pena Lopez,ARG,m,U,567.0,186.54,21.0,12,0.71,5.15,55.09,52.02,34.78
1133,Manuel Sanchez,MEX,m,R,981.0,186.54,29.0,21,3.38,8.12,59.48,59.19,39.66
1134,Mao Xin Gong,CHN,m,R,1404.0,178.0,31.0,13,2.49,7.62,56.18,49.66,36.36
1135,Marc Andrea Huesler,SUI,m,L,189.0,186.54,25.0,65,8.81,4.35,62.26,54.66,49.01
1136,Marc Giner,ESP,m,R,398.65,186.54,26.0,13,1.53,4.81,55.99,44.65,43.48
1137,Marc Sieber,GER,m,L,378.07,178.0,30.0,25,1.79,5.52,58.52,53.43,52.17
1138,Marcel Felder,URU,m,R,1126.55,186.54,33.0,7,0.46,2.91,54.09,39.81,36.36
1139,Marcel Granollers,ESP,m,R,312.0,190.0,33.0,70,11.34,2.81,62.28,53.7,55.75
1140,Marcela Zacarias,MEX,f,R,254.0,173.92,27.0,10,0.51,3.71,46.61,37.12,35.29
1141,Marcelo Arevalo,ESA,m,R,651.0,186.54,29.0,77,7.63,4.15,60.96,56.64,49.77
1142,Marcelo Demoliner,BRA,m,R,997.89,186.54,27.0,4,1.93,3.14,62.54,69.66,55.56
1143,Marcelo Tomas Barrios Vera,CHI,m,R,321.11,186.54,23.0,60,4.05,3.67,59.8,58.02,56.99
1144,Marcelo Zormann Da Silva,BRA,m,R,1553.0,186.54,20.0,14,1.77,5.16,57.52,50.28,46.88
1145,Marcin Gawron,POL,m,U,633.47,186.54,29.0,8,2.47,3.56,60.63,60.36,42.11
1146,Marco Bortolotti,ITA,m,R,686.0,186.54,30.0,35,3.05,3.8,55.55,53.99,35.29
1147,Marco Cecchinato,ITA,m,R,95.0,185.0,28.0,87,12.73,3.52,61.08,55.0,55.21
1148,Marco Chiudinelli,SUI,m,R,173.83,185.0,36.0,41,2.64,2.69,60.37,51.31,50.0
1149,Marcos Baghdatis,CYP,m,R,81.14,183.0,34.0,45,10.96,4.44,62.58,57.38,52.26
1150,Marcos Giron,USA,m,R,60.0,180.0,28.0,70,8.65,3.35,61.83,56.24,56.09
1151,Marcus Willis,GBR,m,L,550.18,186.54,27.0,8,5.69,7.66,58.01,64.11,27.27
1152,Marek Gengel,CZE,m,R,475.0,186.54,25.0,19,2.93,5.7,55.57,52.68,31.71
1153,Marek Jaloviec,CZE,m,L,1279.0,186.54,25.0,25,2.02,6.76,54.45,48.27,34.04
1154,Marek Michalicka,CZE,m,R,274.29,186.54,29.0,14,1.17,4.93,54.29,47.26,51.61
1155,Margarita Gasparyan,RUS,f,R,162.0,173.92,26.0,40,6.71,6.83,51.42,50.18,48.03
1156,Margot Yerolymos,FRA,f,U,392.0,173.92,23.0,2,0.88,6.14,51.66,39.68,20.0
1157,Mari Osaka,JPN,f,U,505.0,173.92,23.0,8,1.07,5.28,47.67,37.77,25.0
1158,Maria Camila Osorio Serrano,COL,f,R,53.0,162.0,19.0,22,1.71,6.55,49.19,46.21,63.16
1159,Maria Fernanda Herazo Gonzalez,COL,f,L,604.0,173.92,22.0,4,0.24,7.79,52.46,50.38,42.86
1160,Maria Irigoyen,ARG,f,L,288.18,173.92,29.0,7,0.17,2.36,47.01,51.31,27.27
1161,Maria Jose Martinez Sanchez,ESP,f,L,724.38,176.0,35.0,5,0.63,3.91,51.47,52.36,25.0
1162,Maria Mateas,USA,f,U,340.0,173.92,22.0,7,1.06,7.18,50.15,40.3,25.0
1163,Maria Sakkari,GRE,f,R,7.0,172.0,26.0,62,9.56,4.65,55.62,53.89,55.43
1164,Maria Sanchez,USA,f,R,620.0,173.92,29.0,15,5.43,8.88,52.21,47.21,18.18
1165,Maria Sharapova,RUS,f,R,64.8,173.92,32.0,21,12.63,8.73,55.77,46.97,64.0
1166,Maria Teresa Torro Flor,ESP,f,R,145.44,173.0,25.0,6,1.76,7.33,52.47,62.42,33.33
1167,Mariam Bolkvadze,GEO,f,L,183.0,173.92,23.0,19,1.82,10.72,49.06,40.6,45.45
1168,Marian Jade Capadocia,PHI,f,R,-1.0,173.92,24.0,5,0.03,4.75,59.56,72.97,80.0
1169,Mariana Duque Marino,COL,f,R,98.01,173.92,29.0,36,8.45,6.74,49.47,47.83,44.57
1170,Mariano Kestelboim,ARG,m,R,539.0,186.54,25.0,12,1.43,3.9,54.09,48.64,43.33
1171,Marie Benoit,BEL,f,L,278.0,173.92,26.0,11,1.43,5.06,55.31,52.3,50.0
1172,Marie Bouzkova,CZE,f,R,90.0,180.0,23.0,41,4.94,3.72,54.02,52.29,53.79
1173,Marin Cilic,CRO,m,R,35.0,198.0,32.0,52,18.85,4.37,65.63,60.83,63.4
1174,Marin Draganja,CRO,m,R,-1.0,186.54,27.0,5,0.9,4.42,60.65,51.34,28.57
1175,Marina Erakovic,NZL,f,R,143.8,174.0,29.0,25,4.34,6.69,56.63,49.73,54.1
1176,Marina Melnikova,RUS,f,R,217.0,173.92,32.0,33,1.39,8.89,49.81,43.19,38.03
1177,Marine Partaud,FRA,f,R,396.0,173.92,23.0,4,0.19,9.18,50.43,55.69,20.0
1178,Marinko Matosevic,AUS,m,R,383.58,194.0,32.0,44,4.2,4.75,62.45,59.27,62.59
1179,Mario Vilella Martinez,ESP,m,R,178.0,186.54,26.0,73,12.17,7.02,60.58,53.31,54.04
1180,Mark Verryth,AUS,m,R,-1.0,186.54,26.0,7,3.39,7.2,62.88,66.91,46.67
1181,Mark Vervoort,NED,m,U,261.19,186.54,30.0,15,1.87,6.5,51.29,44.93,6.25
1182,Mark Whitehouse,GBR,m,U,643.0,186.54,28.0,5,3.1,2.89,59.37,55.86,28.57
1183,Marketa Vondrousova,CZE,f,L,35.0,173.0,22.0,38,6.92,7.51,55.62,47.76,59.21
1184,Marko Djokovic,SRB,m,R,43.0,186.54,27.0,5,1.28,5.96,55.23,51.31,46.15
1185,Marko Miladinovic,SRB,m,U,676.0,186.54,20.0,4,1.59,1.82,52.31,52.44,33.33
1186,Marko Tepavac,SRB,m,R,477.0,186.54,27.0,37,4.03,5.53,61.25,48.94,45.07
1187,Markos Kalovelonis,GRE,m,R,783.0,186.54,27.0,9,5.91,3.99,64.26,62.25,56.0
1188,Marsel Ilhan,TUR,m,R,753.0,190.0,33.0,36,2.74,3.14,58.89,52.05,39.47
1189,Marta Kostyuk,UKR,f,R,55.0,175.0,19.0,30,5.55,7.36,55.22,51.89,61.29
1190,Martin Blasko,SVK,m,R,632.75,186.54,20.0,5,1.07,3.9,57.81,55.84,37.5
1191,Martin Cuevas,URU,m,R,495.0,186.54,29.0,37,5.27,5.84,58.78,51.95,48.8
1192,Martin Damm,USA,m,L,580.0,186.54,17.0,3,2.83,5.94,49.52,48.01,28.57
1193,Martin Joyce,USA,m,U,1095.88,186.54,22.0,3,8.56,3.67,61.04,49.87,12.5
1194,Martin Klizan,SVK,m,L,285.0,190.0,31.0,70,6.36,6.04,58.15,55.47,53.22
1195,Martin Krumich,CZE,m,R,729.0,186.54,18.0,3,2.05,7.46,48.98,57.22,0.0
1196,Martin Redlicki,USA,m,U,594.0,186.54,25.0,23,8.9,4.82,62.65,57.28,38.98
1197,Martina Caregaro,ITA,f,R,367.0,173.92,28.0,6,1.43,5.99,47.76,50.83,33.33
1198,Martina Di Giuseppe,ITA,f,U,288.0,173.92,30.0,19,8.03,5.22,53.83,52.5,40.43
1199,Martina Trevisan,ITA,f,L,113.0,160.0,27.0,38,2.29,5.13,50.8,49.09,44.9
1200,Martins Podzus,LAT,m,R,604.0,186.54,23.0,10,1.52,5.4,63.35,65.99,50.0
1201,Marton Fucsovics,HUN,m,R,39.0,188.0,29.0,81,9.7,4.68,60.27,57.1,59.19
1202,Marvin Bernardo Becker Spiering,BRA,m,U,1816.2,186.54,19.0,4,0.32,6.52,52.19,47.29,20.0
1203,Marvin Moeller,GER,m,U,421.0,186.54,22.0,11,1.55,5.11,55.1,54.82,51.85
1204,Marvin Netuschil,GER,m,R,702.0,186.54,27.0,8,1.19,4.96,56.56,60.39,57.14
1205,Maryna Zanevska,UKR,f,R,103.0,173.92,27.0,26,7.59,8.45,53.03,50.51,46.27
1206,Masamichi Imamura,JPN,m,U,1257.0,186.54,20.0,1,1.61,3.25,53.81,44.63,50.0
1207,Masato Shiga,JPN,m,U,568.11,186.54,26.0,6,0.33,1.57,46.87,43.75,22.22
1208,Mate Delic,CRO,m,R,451.2,186.54,24.0,13,3.0,2.07,61.98,52.15,40.0
1209,Mate Pavic,CRO,m,L,406.0,186.54,24.0,4,2.35,5.02,66.35,31.82,42.86
1210,Mate Valkusz,HUN,m,R,431.0,186.54,21.0,16,3.0,4.45,56.25,54.47,41.18
1211,Matej Sabanov,CRO,m,R,1115.0,186.54,28.0,20,2.49,5.49,55.96,43.1,39.02
1212,Matej Vocel,CZE,m,U,1248.0,186.54,20.0,6,2.38,4.65,58.39,40.07,38.46
1213,Matheus Pucinelli De Almeida,BRA,m,U,278.0,186.54,20.0,5,0.66,2.86,59.5,57.99,65.0
1214,Mathias Bourgue,FRA,m,R,222.0,186.54,27.0,93,6.68,3.52,61.05,56.05,56.69
1215,Mathieu Perchicot,FRA,m,U,430.0,186.54,28.0,10,2.96,5.46,55.69,47.94,31.25
1216,Mathilde Johansson,FRA,f,R,180.4,173.0,30.0,4,0.55,9.34,52.73,39.26,20.0
1217,Matias Franco Descotte,ARG,m,R,537.0,186.54,26.0,27,3.48,3.48,58.88,51.63,41.18
1218,Matias Zukas,ARG,m,R,454.0,186.54,23.0,13,3.87,4.23,55.0,47.34,40.0
1219,Matija Pecotic,CRO,m,U,385.0,186.54,32.0,18,1.9,3.25,60.89,52.29,48.72
1220,Mats Moraing,GER,m,L,154.0,186.54,29.0,81,15.58,7.41,59.97,51.94,50.24
1221,Mats Rosenkranz,GER,m,L,394.0,186.54,22.0,11,6.3,5.61,58.61,50.71,33.33
1222,Matt Reid,AUS,m,R,296.24,186.54,28.0,20,3.92,7.21,61.36,52.05,38.24
1223,Matt Seeberger,USA,m,R,1227.0,186.54,31.0,4,1.3,8.47,46.02,48.8,20.0
1224,Matteo Arnaldi,GBR,m,R,364.0,183.0,20.0,8,0.82,6.25,50.78,34.88,25.0
1225,Matteo Donati,ITA,m,R,756.0,186.54,26.0,65,6.46,2.5,59.87,55.53,46.3
1226,Matteo Gigante,ITA,m,L,932.0,186.54,19.0,11,1.52,6.68,56.09,47.35,25.0
1227,Matteo Marfia,ITA,m,L,127.14,186.54,31.0,5,1.74,6.93,50.26,47.11,14.29
1228,Matteo Martineau,FRA,m,U,328.0,186.54,22.0,28,5.32,4.64,61.03,59.46,38.98
1229,Matteo Viola,ITA,m,R,292.0,186.54,34.0,88,2.52,5.2,55.67,51.57,43.72
1230,Matthew Barton,AUS,m,R,328.51,186.54,26.0,33,7.72,4.4,63.23,58.92,48.65
1231,Matthew Christopher Romios,AUS,m,U,731.0,186.54,20.0,8,3.9,4.06,55.06,46.09,36.0
1232,Matthew Dellavedova,AUS,m,U,1514.0,186.54,19.0,6,0.89,4.15,54.71,55.53,18.18
1233,Matthew Ebden,AUS,m,R,236.0,188.0,33.0,64,9.3,7.3,59.39,53.11,53.49
1234,Matthias Bachinger,GER,m,R,269.0,188.0,34.0,79,8.65,3.77,60.25,56.42,54.58
1235,Matwe Middelkoop,NED,m,R,746.0,186.54,33.0,8,2.33,4.12,60.16,56.99,61.11
1236,Mauricio Astorga,MEX,m,L,1081.54,186.54,26.0,10,2.17,4.36,59.33,60.15,15.38
1237,Mauricio Echazu,PER,m,R,835.0,186.54,31.0,18,1.0,3.4,53.95,51.74,39.47
1238,Maverick Banes,AUS,m,R,728.0,186.54,27.0,45,4.52,3.82,58.95,50.04,45.0
1239,Max Jacob Schnur,USA,m,U,948.8,186.54,25.0,5,1.88,4.43,55.34,50.09,0.0
1240,Max Purcell,AUS,m,R,176.0,186.54,23.0,71,9.07,3.52,59.99,53.38,50.72
1241,Maxim Dubarenco,MDA,m,R,345.5,186.54,23.0,5,1.49,3.26,59.81,59.08,50.0
1242,Maxime Authom,BEL,m,R,345.85,186.54,30.0,11,3.22,3.63,59.78,49.93,40.0
1243,Maxime Chazal,FRA,m,U,597.0,186.54,26.0,28,6.48,4.34,57.22,53.97,42.37
1244,Maxime Cressy,USA,m,R,141.0,198.0,24.0,49,14.55,10.29,65.65,62.15,51.22
1245,Maxime Hamou,FRA,m,R,487.0,186.54,26.0,32,5.21,3.77,58.45,53.08,43.28
1246,Maxime Tabatruong,FRA,m,R,529.64,186.54,28.0,17,2.02,4.6,58.8,53.45,41.03
1247,Maxime Teixeira,FRA,m,R,354.05,186.54,27.0,12,4.44,9.13,51.81,41.72,36.36
1248,Maximilian Marterer,GER,m,L,204.0,186.54,26.0,89,12.68,2.55,63.38,59.22,57.2
1249,Maximilian Neuchrist,AUT,m,R,584.0,186.54,29.0,42,7.87,2.67,62.2,55.11,51.61
1250,Maximiliano Estevez,ARG,m,L,628.0,186.54,30.0,14,1.29,5.65,48.04,53.43,50.0
1251,Maximo Gonzalez,ARG,m,R,213.03,175.0,34.0,36,1.38,3.74,58.91,53.72,52.94
1252,Maya Tahan,ISR,f,U,1025.0,173.92,20.0,5,0.05,2.32,42.6,40.94,0.0
1253,Mayar Sherif,EGY,f,R,64.0,180.0,25.0,17,9.2,2.57,57.32,52.59,58.54
1254,Mayo Hibi,JPN,f,R,186.0,173.92,25.0,30,0.61,2.4,53.77,51.07,42.62
1255,Mehdi Jdi,MAR,m,R,1248.4,186.54,28.0,5,0.84,5.15,48.69,48.53,0.0
1256,Meiling Wang,CHN,f,U,863.0,173.92,19.0,4,1.58,4.39,48.36,48.37,50.0
1257,Melania Delai,ITA,f,U,610.0,173.92,18.0,2,0.0,11.25,51.19,45.9,40.0
1258,Melanie Klaffner,AUT,f,R,525.0,173.92,29.0,6,1.11,4.51,53.39,39.24,42.86
1259,Mert Naci Turker,TUR,m,U,1236.0,186.54,22.0,3,1.91,10.31,52.98,48.58,25.0
1260,Michael Berrer,GER,m,L,125.21,193.0,36.0,23,4.64,3.91,60.84,59.85,48.84
1261,Michael Geerts,BEL,m,R,340.0,186.54,26.0,21,4.27,3.88,60.46,58.7,47.62
1262,Michael Linzer,AUT,m,R,294.71,186.54,28.0,28,2.77,5.97,56.72,52.49,45.71
1263,Michael Look,AUS,m,R,1621.0,186.54,31.0,5,3.97,4.51,59.44,47.24,46.67
1264,Michael Mmoh,USA,m,R,224.0,186.54,23.0,64,9.16,5.34,60.24,54.96,56.85
1265,Michael Quintero,COL,m,R,1916.0,186.54,37.0,5,0.41,5.0,49.84,37.43,16.67
1266,Michael Redlicki,USA,m,L,391.0,186.54,27.0,27,5.56,4.23,62.09,50.3,49.32
1267,Michael Venus,NZL,m,R,565.67,186.54,32.0,7,2.95,7.01,55.88,43.83,20.0
1268,Michael Vrbensky,CZE,m,R,358.0,186.54,21.0,24,2.94,5.3,56.04,57.51,42.86
1269,Michael Zhu,USA,m,U,1008.0,186.54,26.0,7,0.44,4.84,50.01,57.54,30.0
1270,Michaela Gordon,USA,f,U,716.62,173.92,19.0,4,0.44,5.7,46.79,46.01,37.5
1271,Michaela Honcova,SVK,f,R,1231.0,173.92,26.0,14,0.75,6.0,47.49,39.26,17.65
1272,Michaella Krajicek,NED,f,R,450.0,177.0,29.0,4,1.08,7.8,51.36,45.93,0.0
1273,Michail Pervolarakis,CYP,m,R,464.0,186.54,25.0,17,3.08,4.78,59.33,60.36,43.24
1274,Michal Dembek,POL,m,U,632.0,186.54,22.0,6,3.36,5.03,53.75,53.53,18.75
1275,Michal Konecny,CZE,m,L,891.0,186.54,29.0,22,3.72,6.24,58.67,55.85,27.27
1276,Michal Przysiezny,POL,m,R,430.37,185.0,35.0,35,4.2,4.79,61.96,58.82,54.02
1277,Michel Vernier,CHI,m,R,740.0,186.54,28.0,12,1.6,3.87,59.27,48.73,30.77
1278,Michelle Larcher De Brito,POR,f,R,247.24,165.0,24.0,8,0.87,8.1,49.97,48.72,52.94
1279,Mick Lescure,FRA,m,R,1154.0,186.54,25.0,9,1.2,7.87,57.37,57.11,52.38
1280,Mick Veldheer,NED,m,L,571.0,186.54,24.0,3,0.46,7.64,52.4,58.48,40.0
